pid	genus	hybrid	author	year	seed	pollen
2477#2477	GUZMANIA	Eloy	Exotic Plant	<1995	berteroniana	lingulata hybrid?
2478#2478	GUZMANIA	Els	Deroose, R.	<1997	berteroniana	lingulata hybrid?
2479#2479	GUZMANIA	Empire	Corn. Bak	<1994	berteroniana	lingulata v. minor
2480#2480	GUZMANIA	Encore	(Hill, H.*)	<1983	berteroniana	lingulata v. minor
2481#2481	GUZMANIA	Equator	Spivey, R.	ca1998	conifera	'Fortuna'
2482#2482	GUZMANIA	Escarlata	Hummel	<1970	conifera	'Fortuna'
2483#2483	GUZMANIA	Estrella	Corn. Bak	<1994	conifera	lingulata
2484#2484	GUZMANIA	Etude	Kent, Deroose*	?	conifera	lingulata
2485#2485	GUZMANIA	Exodus	DeMeyer	<1973	'Insignis' (zahnii)	lingulata v. splendens
2486#2486	GUZMANIA	Exotica	European	<1973	zahnii	lingulata
13135#13135	GUZMANIA	Fakahatchee	Butcher D*	?	monostachia	lingulata
2487#2487	GUZMANIA	Fantasia	Deroose & Waterschoot	<1972	zahnii	donnell-smithii
2488#2488	GUZMANIA	Felicitas	Duraflor, Deroose*	?	zahnii	donnell-smithii
2489#2489	GUZMANIA	Festival	Bak	<1984	wittmackii 'Orange'	sprucei
2490#2490	GUZMANIA	Feuer	Deroose & Waterschoot	<1990	Magnifica	zahnii
2491#2491	GUZMANIA	Feurn		<1976	zahnii	Meyer's Favorite
2492#2492	GUZMANIA	Fiesta	Corn. Bak	<1994	wittmackii	lingulata
2493#2493	GUZMANIA	Finest Red	Deroose*	?	wittmackii	lingulata
2494#2494	GUZMANIA	Fireball	Kent, Deroose*	?	wittmackii	lingulata
2495#2495	GUZMANIA	Firecracker	Kent J	?	wittmackii	lingulata
2496#2496	GUZMANIA	Firedragon	Duraflor, Deroose*	?	wittmackii	lingulata
2497#2497	GUZMANIA	Fireworks	Hill, H. (Twyford Labs.)	1991	squarrosa 'Ralph Davis'	'Memoria' x 'Magnifica'
2498#2498	GUZMANIA	Flame	Kent J	<2000	wittmackii 'Pink'	lingulata
2499#2499	GUZMANIA	Flash	Deroose*	?	wittmackii 'Pink'	lingulata
2500#2500	GUZMANIA	Fleur D'Anjou	DeMeyer, H.	<1972	danielii?	lingulata
2501#2501	GUZMANIA	Florida	?	<1976	danielii?	Magnifica
2502#2502	GUZMANIA	Focus	Exotic Plant*	?	lingulata	conifera
2503#2503	GUZMANIA	Fool's Gold	Kent J	?	lingulata	conifera
2504#2504	GUZMANIA	Fortuna	Luther, H.+* (Deroose)	<1990	lingulata	lingulata
2505#2505	GUZMANIA	Frase #4	Frase, W.	<1981	lingulata	Magnifica
11409#11409	GUZMANIA	Gary Hendrix	Hendrix G, Lawn G*	1977	sanguinea	wittmackii (purple clone)
2506#2506	GUZMANIA	Gary's Festival	Hill, H.	<1993	wittmackii (purple)	?dissitifolia ?sprucei
2507#2507	GUZMANIA	Gemma	Deroose*	?	wittmackii (purple)	?dissitifolia ?sprucei
2508#2508	GUZMANIA	Georgia	Corn. Bak /  M McCrory*	<1998	wittmackii (purple)	?dissitifolia ?sprucei
2509#2509	GUZMANIA	Gisela (Giesela)	Deroose & Waterschoot	<1980	'Magnifica'	zahnii
2510#2510	GUZMANIA	Gisela Don Pepe	?	?	'Magnifica'	zahnii
2511#2511	GUZMANIA	Glory Of Ghent	Deroose & Waterschoot	<1977	zahnii	Magnifica
2512#2512	GUZMANIA	Golden King	Deroose & Waterschoot	<1976	musaica	zahnii
2513#2513	GUZMANIA	Graaf Van Hoorn	Deroose	<1996	conifera	zahnii
2514#2514	GUZMANIA	Grado	Exotic Plant*	?	conifera	zahnii
2515#2515	GUZMANIA	Grand Prix	Corn. Bak	<1990	lingulata v. minor	wittmackii 'Orange'
2516#2516	GUZMANIA	Grapeade	Bak	<1985	lingulata	wittmackii
2517#2517	GUZMANIA	Guinn	Hill H	<1994	lingulata	wittmackii 'Orange'
2518#2518	GUZMANIA	Gwendolyn	Kent J	<1997	lingulata	lingulata v. minor?
2519#2519	GUZMANIA	Hades	Gulz, Hans	<1975	sanguinea	lingulata v. minor?
2520#2520	GUZMANIA	Hannah	Deroose*	?	sanguinea	lingulata v. minor?
2521#2521	GUZMANIA	Heidi	Duraflor, Deroose*	?	sanguinea	lingulata v. minor?
15508#15508	GUZMANIA	Herb Kleins Sheila	Olive Tree Greenhouses / Lynn Hudson*	<2006	?	?
2522#2522	GUZMANIA	Hercules	Duraflor, Deroose*	?	?	?
2523#2523	GUZMANIA	Hestia	Gulz, Hans	<1975	?	lingulata?
2524#2524	GUZMANIA	Hilda	Deroose, R.(G884)	<1997	lingulata?	wittmackii?
2525#2525	GUZMANIA	Hilde	Deroose & Waterschoot	<1980	zahnii	'Magnifica'
10266#10266	GUZMANIA	Hoja Roja	Asmuss M*	n/a	zahnii	lingulata
10513#10513	GUZMANIA	Hot Lips	Deroose Plants*	?	?	?
2526#2526	GUZMANIA	Howard Yamamoto	Yamamoto (Moir, M.*)	<1972	?	lingulata v. cardinalis
2527#2527	GUZMANIA	Hummel's Supreme	Hummel	<1976	?	lingulata v. minor
2528#2528	GUZMANIA	Huron	Deroose*	?	?	lingulata v. minor
2529#2529	GUZMANIA	Ice Cream	Corn. Bak (Bullis*?)	<1987	lingulata v. minor	lingulata v. minor
2530#2530	GUZMANIA	Ice Milk	Corn. Bak (Bullis*)	<1987	lingulata v. minor	lingulata v. minor
2531#2531	GUZMANIA	Ilse	Duraflor, Deroose*	?	lingulata v. minor	lingulata v. minor
2532#2532	GUZMANIA	Imf	DeMeyer	<1991	wittmackii (purple form)	lingulata
2533#2533	GUZMANIA	Indian	Exotic Plant	<1995	lingulata?	wittmackii?
10221#10221	GUZMANIA	Indian Night	?	?	lingulata?	wittmackii?
2534#2534	GUZMANIA	Indiana	DeMeyer-DeRouck	<1995	lingulata?	wittmackii?
2535#2535	GUZMANIA	Insignada		<1979	lingulata?	wittmackii?
2536#2536	GUZMANIA	Insignis	Dutrie	<1939	lingulata v. splendens	zahnii
2537#2537	GUZMANIA	Intermedia	Richter	1937	lingulata v. splendens	lingulata v. splendens
2538#2538	GUZMANIA	Intro	?	?	lingulata v. splendens	lingulata v. splendens
2539#2539	GUZMANIA	Irene	DeMeyer (Kent*)(Deroose)	1991	wittmackii (purple form)	Orangeade
2540#2540	GUZMANIA	Irene Kent	Kent?	?	wittmackii (purple form)	Orangeade
2541#2541	GUZMANIA	Isis	Gulz	<1976	wittmackii (purple form)	Orangeade
2542#2542	GUZMANIA	Jazz	?	?	wittmackii (purple form)	Orangeade
2543#2543	GUZMANIA	Jive	?	?	wittmackii (purple form)	Orangeade
2544#2544	GUZMANIA	Joyce	Deroose*	?	wittmackii (purple form)	Orangeade
2545#2545	GUZMANIA	Jubilation	Deroose*	?	wittmackii (purple form)	Orangeade
2546#2546	GUZMANIA	Jubilee	?	?	wittmackii (purple form)	Orangeade
2547#2547	GUZMANIA	Jungle Man	Cathcart*?	<1980	wittmackii (purple form)	lingulata v. splendens
2548#2548	GUZMANIA	Kahili	Murakami, T.	?	wittmackii (purple form)	lingulata v. splendens
2549#2549	GUZMANIA	Kapoho Fire	Shiigii, D.	<1977	wittmackii (purple form)	lingulata v. splendens
2550#2550	GUZMANIA	Kapoho Flame	Shiigi, D.	?	wittmackii (purple form)	lingulata v. splendens
2551#2551	GUZMANIA	Kate	Duraflor, Deroose*	?	wittmackii (purple form)	lingulata v. splendens
2552#2552	GUZMANIA	Kay	Duraflor, Deroose*	?	wittmackii (purple form)	lingulata v. splendens
2553#2553	GUZMANIA	Kayla	Duraflor, Deroose*	?	wittmackii (purple form)	lingulata v. splendens
2554#2554	GUZMANIA	Kendra	Duraflor, Deroose*	?	wittmackii (purple form)	lingulata v. splendens
2574#2574	GUZMANIA	Kent's Lollipop	Kent, Deroose*	?	wittmackii (purple form)	lingulata v. splendens
2555#2555	GUZMANIA	Lady Alice	Deroose*	?	wittmackii (purple form)	lingulata v. splendens
2556#2556	GUZMANIA	Laetitia	Duraflor, Deroose*	?	wittmackii (purple form)	lingulata v. splendens
2557#2557	GUZMANIA	Lance	Deroose	<1997	wittmackii (purple form)	lingulata v. splendens
2558#2558	GUZMANIA	Land Alice	Deroose	?	'Magnifica'	zahnii
2559#2559	GUZMANIA	Larissa	Duraflor	?	'Magnifica'	zahnii
2560#2560	GUZMANIA	Laura	Deroose*	?	'Magnifica'	zahnii
2561#2561	GUZMANIA	Legends of Pele	?	?	'Carine'	ligulata
2562#2562	GUZMANIA	Lemans	Kent	?	'Carine'	ligulata
2563#2563	GUZMANIA	Lemon Blush	Kent	<1993	'Carine'	ligulata
2564#2564	GUZMANIA	Lemonade	Deroose, R.? (G065)	<1997	'Carine'	ligulata
2565#2565	GUZMANIA	Lila	Corn. Bak (Exotic Plant)	<1995	wittmackii	ligulata
2566#2566	GUZMANIA	Limbo	Corn. Bak	<1994	lingulata?	wittmackii?
2567#2567	GUZMANIA	Limones	Exotic Plant	<1995	rubrolutea?	wittmackii?
10675#10675	GUZMANIA	Lingulata Group			rubrolutea?	wittmackii?
2568#2568	GUZMANIA	Lingulzahnii	Dutrie	1938	lingulata v. splendens	zahnii
2569#2569	GUZMANIA	Lipstick	Kent, J. (Deroose G900)	<1994	lingulata v. splendens	zahnii
2570#2570	GUZMANIA	Lipstick 99	Kent	?	lingulata v. splendens	zahnii
10031#10031	GUZMANIA	Lisa	Bert Van Schie		lingulata v. splendens	zahnii
2571#2571	GUZMANIA	Loja	ExoticPlants	<1977	zahnii?	donnell-smithii?
2572#2572	GUZMANIA	Lolita	Deroose*	?	zahnii?	donnell-smithii?
2575#2575	GUZMANIA	Lorenzo	?	?	zahnii?	donnell-smithii?
2576#2576	GUZMANIA	Luna	Corn. Bak	<1994	wittmackii (purple form)	lingulata
10222#10222	GUZMANIA	Lyndal	?	< 2006	wittmackii (purple form)	lingulata
2577#2577	GUZMANIA	Madam Omer Morobe	Morobe, O.	<1975	zahnii	lingulata
2578#2578	GUZMANIA	Magenta	DeMeyer	<1995	wittmackii	lingulata
2579#2579	GUZMANIA	Magnifica	Richter	1937	wittmackii	lingulata v. cardinalis
2580#2580	GUZMANIA	Magnum	Deroose*	?	wittmackii	lingulata v. cardinalis
2581#2581	GUZMANIA	Major	Deroose*	?	wittmackii	lingulata v. cardinalis
2582#2582	GUZMANIA	Mandarine	DeMeyer-DeRouck	1990	wittmackii	lingulata var. minor
2583#2583	GUZMANIA	Mandina	(Exotic Plant*)	<1995	lingulata?	wittmackii?
2584#2584	GUZMANIA	Mango	Hill, H.	1984	lingulata 'Memoria'	squarrosa 'Ralph Davis'
2585#2585	GUZMANIA	Manzana	Kent, Deroose*	?	lingulata 'Memoria'	squarrosa 'Ralph Davis'
2586#2586	GUZMANIA	Marella		<1995	lingulata 'Memoria'	squarrosa 'Ralph Davis'
2587#2587	GUZMANIA	Marina	Deroose*	?	lingulata 'Memoria'	squarrosa 'Ralph Davis'
2588#2588	GUZMANIA	Mariposa	Deroose, R.(G905)	<1997	wittmackii	squarrosa 'Ralph Davis'
2589#2589	GUZMANIA	Marjan	Deroose, R. (G886)	<1990	lingulata	wittmackii?
2590#2590	GUZMANIA	Marlebeca	Volkaert	1970	zahnii	donnell-smithii
12341#12341	GUZMANIA	Marmalade	Hill H / Raack J*	2009	wittmackii x longipetala	longipetala
2591#2591	GUZMANIA	Mathilde	Deroose, R. (V950)	<1978	wittmackii x longipetala	longipetala
2592#2592	GUZMANIA	Maui Sunrise	Parkhurst, R.*	?	wittmackii x longipetala	longipetala
2593#2593	GUZMANIA	Maui Sunset	Parkhurst, R.*	?	wittmackii x longipetala	longipetala
2594#2594	GUZMANIA	Mayan	Hummel	<1973	wittmackii x longipetala	longipetala
2595#2595	GUZMANIA	Melody	Kent, Deroose*	?	wittmackii x longipetala	longipetala
2596#2596	GUZMANIA	Memoria	Hummel	<1966	wittmackii x longipetala	'Broadview'
2597#2597	GUZMANIA	Memoria Louise Dutrie	Sander	<1954	wittmackii x longipetala	'Broadview'
2598#2598	GUZMANIA	Merlebeke	?	?	wittmackii x longipetala	'Broadview'
2599#2599	GUZMANIA	Merlot	?	?	wittmackii x longipetala	'Broadview'
2600#2600	GUZMANIA	Meyer's Favorite	DeMeyer	1961	wittmackii x longipetala	'Broadview'
2601#2601	GUZMANIA	Michiel	Deroose, R.	<1997	wittmackii x longipetala	'Broadview'
2602#2602	GUZMANIA	Mignafiora	Exotic Plant	<1995	lingulata?	wittmackii?
2603#2603	GUZMANIA	Mignon	Gulz, Hans	<1975	lingulata?	lingulata v. minor
2604#2604	GUZMANIA	Mini Alexa	Duraflor, Deroose*	?	lingulata?	lingulata v. minor
2605#2605	GUZMANIA	Mini Angel	Duraflor, Deroose*	?	lingulata?	lingulata v. minor
2606#2606	GUZMANIA	Mini Anita	Hill, H., Deroose*	?	lingulata?	lingulata v. minor
2607#2607	GUZMANIA	Mini Belinda	Duraflor, Deroose*	?	lingulata?	lingulata v. minor
2608#2608	GUZMANIA	Mini Blush	?	<1993	lingulata?	lingulata v. minor
2609#2609	GUZMANIA	Mini Caissa	Duraflor, Deroose*	?	lingulata?	lingulata v. minor
2610#2610	GUZMANIA	Mini Charlene	Duraflor, Deroose*	?	lingulata?	lingulata v. minor
2611#2611	GUZMANIA	Mini Cindy	Kent, Deroose*	?	lingulata?	lingulata v. minor
2612#2612	GUZMANIA	Mini Daniel	Kent, Deroose*	?	lingulata?	lingulata v. minor
2613#2613	GUZMANIA	Mini Edith	Duraflor, Deroose*	?	lingulata?	lingulata v. minor
2614#2614	GUZMANIA	Mini Elise	Duraflor, Deroose*	?	lingulata?	lingulata v. minor
2615#2615	GUZMANIA	Mini Ellen	Duraflor, Deroose*	?	lingulata?	lingulata v. minor
2616#2616	GUZMANIA	Mini Eloise	Duraflor, Deroose*	?	lingulata?	lingulata v. minor
2617#2617	GUZMANIA	Mini Emilia	Duraflor, Deroose*	?	lingulata?	lingulata v. minor
2618#2618	GUZMANIA	Mini Exodus	Corn. Bak / DeMeyer*	1969	Insignis	lingulata
2619#2619	GUZMANIA	Mini Flash	Kent, Deroose*	?	Insignis	lingulata
2620#2620	GUZMANIA	Mini Gwyneth	Duraflor, Deroose*	?	Insignis	lingulata
2621#2621	GUZMANIA	Mini Hannah	Duraflor, Deroose*	?	Insignis	lingulata
2622#2622	GUZMANIA	Mini Heidi	Duraflor, Deroose*	?	Insignis	lingulata
2623#2623	GUZMANIA	Mini Ilse	Duraflor, Deroose*	?	Insignis	lingulata
2624#2624	GUZMANIA	Mini Indira	Duraflor	?	Insignis	lingulata
2625#2625	GUZMANIA	Mini Jennifer	Duraflor, Deroose*	?	Insignis	lingulata
2626#2626	GUZMANIA	Mini Jenny	Duraflor, Deroose*	?	Insignis	lingulata
2627#2627	GUZMANIA	Mini Jewel	Duraflor, Deroose*	?	Insignis	lingulata
2628#2628	GUZMANIA	Mini Jocelyn	Duraflor, Deroose*	?	Insignis	lingulata
2629#2629	GUZMANIA	Mini Joyce	Duraflor, Deroose*	?	Insignis	lingulata
2630#2630	GUZMANIA	Mini Kim	Duraflor, Deroose*	?	Insignis	lingulata
2631#2631	GUZMANIA	Mini Libby	Duraflor, Deroose*	?	Insignis	lingulata
2632#2632	GUZMANIA	Mini Lillian	Duraflor, Deroose*	?	Insignis	lingulata
2633#2633	GUZMANIA	Mini Liz	Duraflor, Deroose*	?	Insignis	lingulata
2634#2634	GUZMANIA	Mini Lois	Duraflor, Deroose*	?	Insignis	lingulata
2635#2635	GUZMANIA	Mini Lori	Duraflor, Deroose*	?	Insignis	lingulata
2636#2636	GUZMANIA	Mini Lydia	Duraflor, Deroose*	?	Insignis	lingulata
2637#2637	GUZMANIA	Mini Mariah	Duraflor	?	Insignis	lingulata
2638#2638	GUZMANIA	Mini Natalia	Duraflor, Deroose*	?	Insignis	lingulata
2639#2639	GUZMANIA	Mini Paulina	Duraflor, Deroose*	?	Insignis	lingulata
2640#2640	GUZMANIA	Mini Quest	Kent, Deroose*	?	Insignis	lingulata
2641#2641	GUZMANIA	Mini Shauna	Duraflor, Deroose*	?	Insignis	lingulata
2642#2642	GUZMANIA	Mini Sunset	Parkhurst, R.*	?	Insignis	lingulata
2643#2643	GUZMANIA	Mini Trisha	Duraflor, Deroose*	?	Insignis	lingulata
2644#2644	GUZMANIA	Mini Valerie	Deroose, R.	?	Insignis	lingulata
2645#2645	GUZMANIA	Mini Varsity	Hill & Duraflor, Deroose*	?	Insignis	lingulata
2646#2646	GUZMANIA	Minnie Belle	Hummel	<1976	Insignis	lingulata
2647#2647	GUZMANIA	Mirtha	Duraflor, Deroose*	?	Insignis	lingulata
2648#2648	GUZMANIA	Misako	?	?	Insignis	lingulata
10511#10511	GUZMANIA	Mischief	Kuipers Toon B V , Deroose Plants *	?	?	?
2649#2649	GUZMANIA	Moonlight	Parkhurst, R.*	?	?	?
2650#2650	GUZMANIA	Morado	Corn. Bak	1990	blassii	alborosea
2651#2651	GUZMANIA	Morgen	?	?	blassii	alborosea
2652#2652	GUZMANIA	Mt Blanc	Altria Labs	?	blassii	alborosea
2653#2653	GUZMANIA	Muriel	Deroose & Waterschoot	<1980	'Magnifica'	zahnii
2654#2654	GUZMANIA	Myth	Duraflor, Deroose*	?	'Magnifica'	zahnii
2655#2655	GUZMANIA	Nacho	Duraflor, Deroose*	?	'Magnifica'	zahnii
2656#2656	GUZMANIA	Nancy	Duraflor, Deroose*	?	'Magnifica'	zahnii
2657#2657	GUZMANIA	Nangaritza	Cathcart, D.*	?	'Magnifica'	zahnii
2658#2658	GUZMANIA	Naranja	Hummel	<1972	'Magnifica'	lingulata v. minor 'Orange'
2659#2659	GUZMANIA	Natalia	Duraflor, Deroose*	?	'Magnifica'	lingulata v. minor 'Orange'
2660#2660	GUZMANIA	Neon	Kent (Deroose, R. (G867))	<1997	'Magnifica'	lingulata v. minor 'Orange'
2661#2661	GUZMANIA	Nicole	Duraflor, Deroose*	?	'Magnifica'	lingulata v. minor 'Orange'
2662#2662	GUZMANIA	Noah	? / Deroose Plants*	<2002	lingulata?	?
2663#2663	GUZMANIA	Northern Star	Smythe, R.*	?	lingulata?	lingulata
2664#2664	GUZMANIA	Olive	Duraflor, Deroose*	?	lingulata?	lingulata
2665#2665	GUZMANIA	Olive Trevor	?	?	lingulata?	lingulata
2666#2666	GUZMANIA	Olympic	Hill H	?	conifera 'Yellow' (Bak)	lingulata 'Superb' (De Leon)
2667#2667	GUZMANIA	Olympic Torch	?	?	conifera 'Yellow' (Bak)	lingulata 'Superb' (De Leon)
2668#2668	GUZMANIA	Omer Morobe	(Morobe*)?	<1976	zahnii	lingulata 'Superb' (De Leon)
2669#2669	GUZMANIA	Opal	?	?	zahnii	lingulata 'Superb' (De Leon)
2670#2670	GUZMANIA	Optima	Bunnik Ronald Brom.,		zahnii	lingulata 'Superb' (De Leon)
2671#2671	GUZMANIA	Orange	?	<1977	zahnii	lingulata v. minor
11497#11497	GUZMANIA	Orange Crush	DeLeon N.	1980\'s	Superb	Orangeade
2672#2672	GUZMANIA	Orangeade	DeMeyer	1973	lingulata	wittmackii
2673#2673	GUZMANIA	Orito	(Exotic Plant*)	<1995	lingulata?	wittmackii?
2674#2674	GUZMANIA	Oro	(Exotic Plant*)	<1995	hertzii	wittmackii?
2675#2675	GUZMANIA	Osiris	Gulz, Hans	<1975	hertzii	wittmackii?
2676#2676	GUZMANIA	Ostara	Corn. Bak	<1994	wittmackii	lingulata
2677#2677	GUZMANIA	Oton	Exotic Plant	<1995	wittmackii	lingulata v. minor
2678#2678	GUZMANIA	Paloma	Deroose*	?	wittmackii	lingulata v. minor
2679#2679	GUZMANIA	Papilio	Kent, J., (Deroose G860/861)	<1994	wittmackii	lingulata v. minor
2680#2680	GUZMANIA	Passion	Kent	?	wittmackii	lingulata v. minor
10512#10512	GUZMANIA	Patricia	Skotak C, Deroose Plants*	?	?	?
2681#2681	GUZMANIA	Pax	Corn. Bak	<1994	lingulata?	wittmackii?
2682#2682	GUZMANIA	Peacockii	Old European	<1976	lingulata?	lingulata v. splendens
2683#2683	GUZMANIA	Pearl	? / Deroose*	&lt; 1998	lingulata?	lingulata v. splendens
2684#2684	GUZMANIA	Penny Wise	Tristram P*	1980's	lingulata?	lingulata v. splendens
2685#2685	GUZMANIA	Phoebe	Hummel	<1979	lingulata?	lingulata v. splendens
2686#2686	GUZMANIA	Phoenix	Kent, Deroose*	?	lingulata?	lingulata v. splendens
2687#2687	GUZMANIA	Pink Lady	Hummel	<1980	lingulata?	lingulata v. splendens
2688#2688	GUZMANIA	Pink Nova	Laroche J ?	<1990	sanguinea	wittmackii
2689#2689	GUZMANIA	Poinsettia	Bullis H	<1973	sanguinea	wittmackii
2690#2690	GUZMANIA	Porter		<1976	sanguinea	wittmackii
2691#2691	GUZMANIA	Premier Amour	Cuzenic, S.	2001	monostachia	sanguinea var. brevipedicellata
2692#2692	GUZMANIA	Puna Gold	Shiigii, D. (Parkhurst, R.)	<1976	monostachia	lingulata hybrid?
2693#2693	GUZMANIA	Purple Glow	?	?	monostachia	lingulata hybrid?
2694#2694	GUZMANIA	Purple Passion	n/a	<1995	monostachia	lingulata
2695#2695	GUZMANIA	Rachel	Skotak, C., Deroose*	?	'Ruby'	squarrosa
2696#2696	GUZMANIA	Radiance	?	?	'Ruby'	squarrosa
2697#2697	GUZMANIA	Rana	Corn. Bak	1983	wittmackii	lingulata v. cardinalis
2698#2698	GUZMANIA	Razzle Dazzle	?	?	wittmackii	lingulata v. cardinalis
2699#2699	GUZMANIA	Red (Rot)	?	<1977	wittmackii	lingulata v. minor
2700#2700	GUZMANIA	Red Lantern	Hummel?	<1979	wittmackii	lingulata v. minor
2701#2701	GUZMANIA	Red Marjan	Deroose, R.	<1997	wittmackii	lingulata v. minor
2702#2702	GUZMANIA	Red Maui Sunset	Parkhurst, R.*	?	wittmackii	lingulata v. minor
2703#2703	GUZMANIA	Red Parrot	?	?	wittmackii	lingulata v. minor
2704#2704	GUZMANIA	Red Pearl	?	?	wittmackii	lingulata v. minor
2705#2705	GUZMANIA	Red Ruby		<1994	wittmackii	lingulata v. minor
2706#2706	GUZMANIA	Red Star	Exotic Plant		lingulata?	squarrosa?
9712#9712	GUZMANIA	Rembrandt	W Krauspe. CA*		lingulata?	squarrosa?
2707#2707	GUZMANIA	Remembrance	Corn. Bak	<1979	lingulata?	squarrosa?
2708#2708	GUZMANIA	Rio	Richter, W.	<1977	lingulata?	lingulata v. minor 'Orange'
2709#2709	GUZMANIA	Rondo	Corn. Bak	<1976	lingulata?	lingulata v. minor
2710#2710	GUZMANIA	Rood (Red)	(Corn. Bak*)?	<1994	wittmackii	lingulata v. minor
2711#2711	GUZMANIA	Rosa	Deroose*	?	wittmackii	lingulata v. minor
2712#2712	GUZMANIA	Rosie	Deroose*	?	wittmackii	lingulata v. minor
2713#2713	GUZMANIA	Rot		<1977	wittmackii	lingulata v. minor
2714#2714	GUZMANIA	Rouge	Deroose, R. (G862)	<1997	lingulata?	wittmackii?
2715#2715	GUZMANIA	Ruby	?	?	lingulata?	wittmackii?
2716#2716	GUZMANIA	Sabrina	Duraflor, Deroose*	?	lingulata?	wittmackii?
2717#2717	GUZMANIA	Saffron	Kent, Deroose*	?	lingulata?	wittmackii?
2718#2718	GUZMANIA	Salmon Lipstick	Kent J	?	lingulata?	wittmackii?
2719#2719	GUZMANIA	Salsa	Bak C	?	lingulata?	wittmackii?
2720#2720	GUZMANIA	Samba	Corn. Bak	<1993	lingulata?	wittmackii?
2721#2721	GUZMANIA	Sangria	Deroose*	?	lingulata?	wittmackii?
2722#2722	GUZMANIA	Santafe	Exotic Plant*	?	lingulata?	wittmackii?
10223#10223	GUZMANIA	Santana	?	?	lingulata?	lingulata ?
10032#10032	GUZMANIA	Sara's Delight	N. Deleon	2004	Super Fortuna	Empire
2723#2723	GUZMANIA	Scarlatina	Belgium	<1995	Super Fortuna	Empire
2724#2724	GUZMANIA	Scarlet	Deroose*	?	Super Fortuna	Empire
2725#2725	GUZMANIA	Selecta	Volkaert	<1979	Super Fortuna	Empire
2726#2726	GUZMANIA	Sheila	Duraflor, Deroose*	?	Super Fortuna	Empire
2727#2727	GUZMANIA	Shelly	Duraflor, Deroose*	?	Super Fortuna	Empire
2728#2728	GUZMANIA	Shining Brightly	DeLeon	1984	scherzeriana	donnellsmithii
2729#2729	GUZMANIA	Sir Albert	?	?	scherzeriana	donnellsmithii
2730#2730	GUZMANIA	Snowball	Deroose*	?	scherzeriana	donnellsmithii
2731#2731	GUZMANIA	Soledo	Bak, Corn. B.V. Nursery	1989	squarrosa	lingulata
2732#2732	GUZMANIA	Spirit of '76	DeLeon	1980	lingulata	eduardii
2573#2573	GUZMANIA	Spivey's Lollipop	Spivey, R.	ca 1998	lingulata	'Fortuna'
2733#2733	GUZMANIA	Star Fire	DeLeon	<1985	lingulata	'Fortuna'
2734#2734	GUZMANIA	Starlet		<1977	lingulata	'Fortuna'
2735#2735	GUZMANIA	Starlight	Deroose*	?	lingulata	'Fortuna'
15494#15494	GUZMANIA	Sunlight	Grant, True	circa 2011	Sunnytime	'Fortuna'
2736#2736	GUZMANIA	Sunnytime	Exotic Plant*	?	Sunnytime	'Fortuna'
2737#2737	GUZMANIA	Sunrise	Deroose*	?	Sunnytime	'Fortuna'
2738#2738	GUZMANIA	Sunset	Parkhurst, R.	?	wittmackii	?
2739#2739	GUZMANIA	Sunshine	?	?	wittmackii	?
2740#2740	GUZMANIA	Super Alii	Shiigi, D.	?	wittmackii	?
2741#2741	GUZMANIA	Super Kapoho Fire	Shiigi D	?	wittmackii	?
2742#2742	GUZMANIA	Super Puna Gold	Shiigi D	?	wittmackii	?
2743#2743	GUZMANIA	Superb	(DeLeon*)	<1983	wittmackii	lingulata v. cardinalis
2744#2744	GUZMANIA	Superstar	?	?	wittmackii	lingulata v. cardinalis
2745#2745	GUZMANIA	Susanna	Duraflor, Deroose*	?	wittmackii	lingulata v. cardinalis
2746#2746	GUZMANIA	Susanne	?	<1994	wittmackii	lingulata v. cardinalis
2747#2747	GUZMANIA	Sweetie	Hummel	<1973	wittmackii	lingulata v. cardinalis
2748#2748	GUZMANIA	Sweetie Pie	Hummel	<1979	wittmackii	lingulata v. cardinalis
2749#2749	GUZMANIA	Switch	Corn.Bak*	?	wittmackii	lingulata v. cardinalis
2750#2750	GUZMANIA	Symfonie	Gulz, Hans <	1975	wittmackii	lingulata v. cardinalis
2751#2751	GUZMANIA	Symphonie	Gulz, Hans	<1975	lingulata v. splendens	zahnii
2752#2752	GUZMANIA	Tamara	Van Schie, Deroose*	?	lingulata v. splendens	zahnii
2753#2753	GUZMANIA	Tandapi		<1977	lingulata v. splendens	zahnii
2754#2754	GUZMANIA	Tangerine	Deroose	?	lingulata v. splendens	zahnii
2755#2755	GUZMANIA	Tempo	Corn.Bak*	?	lingulata v. splendens	zahnii
2756#2756	GUZMANIA	Terrifica	Hummel	<1976	lingulata v. splendens	zahnii
2757#2757	GUZMANIA	Tessa	Duraflor, Deroose*	?	lingulata v. splendens	zahnii
2758#2758	GUZMANIA	Theresa	Deroose*	?	lingulata v. splendens	zahnii
2759#2759	GUZMANIA	Tiki Torch	Hummel	<1980	lingulata v. splendens	zahnii
2760#2760	GUZMANIA	Tipi	?	?	lingulata v. splendens	zahnii
2761#2761	GUZMANIA	Torch	Corn. Bak	<1994	lingulata	conifera
2762#2762	GUZMANIA	Tricolor	? / Oppenheimer, M.*	1960's	sanguinea	conifera
2763#2763	GUZMANIA	Trinidad	n/a	<1972	sanguinea	lingulata
2764#2764	GUZMANIA	Triumph	DeMeyer-DeRouck	<1979	sanguinea	lingulata
9713#9713	GUZMANIA	Tropical Snow	G Groves FL*		sanguinea	lingulata
